supplier_id,supplier_name,country,region,risk_score,risk_category
SUP-069915,"Ray, Kaiser and Cook",Central African Republic,Middle East,79.0,High
SUP-069916,Perez PLC,Suriname,Middle East,44.4,Medium
SUP-069917,Martin-Jackson,Spain,Middle East,5.6,Low
SUP-069918,Gutierrez-Dunn,Reunion,Americas,5.2,Low
SUP-069919,Thompson Group,Djibouti,Middle East,99.2,High
SUP-069920,"Burton, Green and Wright",Uruguay,Americas,12.6,Low
SUP-069921,Paul Group,Botswana,Europe,12.1,Low
SUP-069922,Foster-Riley,Turks and Caicos Islands,Asia,80.8,High
SUP-069923,Tran-Taylor,Monaco,Africa,10.2,Low
SUP-069924,Baker Ltd,Marshall Islands,Asia,0.2,Low
SUP-069925,Torres-Avery,Comoros,Africa,69.3,High
SUP-069926,Wright PLC,Holy See (Vatican City State),Europe,0.0,
SUP-069927,Clarke-Ball,Zambia,Americas,1.3,Low
SUP-069928,Byrd Ltd,Svalbard & Jan Mayen Islands,Middle East,0.2,Low
SUP-069929,Christensen-Roberts,Nicaragua,Americas,0.1,Low
SUP-069930,"Mitchell, Baldwin and Tucker",Hong Kong,Africa,0.2,Low
SUP-069931,Hall-Nelson,Morocco,Middle East,0.2,Low
SUP-069932,Rodriguez-Peters,Saint Lucia,Africa,25.1,Low
SUP-069933,Nash-Aguilar,Angola,Africa,7.3,Low
SUP-069934,"Miller, Hobbs and Smith",Kuwait,Middle East,0.0,
SUP-069935,"Collier, Jackson and Roth",Czech Republic,Asia,97.6,High
SUP-069936,Murphy-Beasley,Mexico,Asia,44.2,Medium
SUP-069937,Wright-Jackson,Dominican Republic,Africa,5.6,Low
SUP-069938,Murphy Group,Guadeloupe,Europe,0.0,
SUP-069939,Sexton-Adams,Congo,Americas,10.0,Low
SUP-069940,"Brown, Patterson and Summers",Guinea-Bissau,Asia,0.1,Low
SUP-069941,"Cuevas, Duran and King",Romania,Middle East,0.2,Low
SUP-069942,"Price, Ramirez and Riley",Oman,Africa,1.2,Low
SUP-069943,Baxter-Hernandez,Cambodia,Americas,0.2,Low
SUP-069944,Anderson-Matthews,Ukraine,Americas,0.0,
SUP-069945,"Sullivan, Moore and Bennett",Bouvet Island (Bouvetoya),Africa,0.0,
SUP-069946,Murphy Group,Vietnam,Americas,0.2,Low
SUP-069947,Reynolds Group,Liechtenstein,Europe,0.0,
SUP-069948,Galloway-Gardner,North Macedonia,Africa,4.8,Low
SUP-069949,"Preston, Wilson and Fernandez",Martinique,Americas,0.1,Low
SUP-069950,"Anderson, Johnson and Horn",Malawi,Americas,0.0,
SUP-069951,"Curtis, Campbell and Jones",Rwanda,Asia,7.6,Low
SUP-069952,Bowman Ltd,Saudi Arabia,Americas,0.0,
SUP-069953,White and Sons,Peru,Americas,1.2,Low
SUP-069954,Mullins Inc,Saint Barthelemy,Asia,0.0,
SUP-069955,Werner Inc,Tajikistan,Africa,0.1,Low
SUP-069956,Foster Ltd,Haiti,Asia,0.4,Low
SUP-069957,Roberts and Sons,Ecuador,Middle East,6.5,Low
SUP-069958,"Patel, Evans and Parsons",Ireland,Middle East,6.9,Low
SUP-069959,Shepherd-Jones,Chile,Europe,8.1,Low
SUP-069960,"Morgan, Owen and Everett",French Guiana,Americas,0.1,Low
SUP-069961,Moore Group,Ireland,Middle East,0.2,Low
SUP-069962,"Henderson, Cuevas and Wallace",Hungary,Africa,9.4,Low
SUP-069963,"Rodriguez, Russell and Cooper",Mozambique,Africa,95.3,High
SUP-069964,"Mendez, Webb and Mckee",India,Middle East,99.9,High
SUP-069965,Patel-Jones,Norway,Asia,86.2,High
SUP-069966,Gutierrez-Beck,Bahamas,Europe,7.1,Low
SUP-069967,Petersen Ltd,French Polynesia,Asia,100.0,High
SUP-069968,Watson-Prince,India,Europe,0.2,Low
SUP-069969,"Harvey, Zhang and Guzman",Colombia,Middle East,0.0,
SUP-069970,Hall PLC,Saint Martin,Asia,7.5,Low
SUP-069971,Morris-Taylor,Armenia,Middle East,0.2,Low
SUP-069972,"Knight, Mccullough and Hudson",Sweden,Europe,0.2,Low
SUP-069973,"Collier, Moore and Harvey",Saint Helena,Africa,0.0,
SUP-069974,"Russell, Torres and Dixon",Fiji,Asia,95.1,High
SUP-069975,"Crawford, Sellers and Rogers",Venezuela,Middle East,0.0,
SUP-069976,"Thompson, Tran and Holland",Christmas Island,Europe,0.1,Low
SUP-069977,Thornton Ltd,Netherlands,Africa,0.9,Low
SUP-069978,Nichols-Wilson,Sao Tome and Principe,Asia,2.0,Low
SUP-069979,"Haas, Berry and Dennis",Norway,Europe,1.7,Low
SUP-069980,"Smith, Jones and Curry",Hungary,Asia,99.9,High
SUP-069981,Smith Inc,Guinea,Asia,0.0,
SUP-069982,Lowe-Martinez,Benin,Americas,61.3,Medium
SUP-069983,Johnson PLC,Bangladesh,Middle East,4.2,Low
SUP-069984,Hall Ltd,Ukraine,Americas,13.4,Low
SUP-069985,"Freeman, Robertson and Rodriguez",Madagascar,Asia,1.3,Low
SUP-069986,Oliver-Peterson,Antarctica (the territory South of 60 deg S),Europe,0.4,Low
SUP-069987,"Mckinney, Zuniga and Johnson",Guam,Middle East,1.1,Low
SUP-069988,"Krueger, Gordon and Rodriguez",Hong Kong,Europe,0.4,Low
SUP-069989,Gibson-Lee,Greenland,Europe,63.5,Medium
SUP-069990,Johnson-Flores,Belgium,Africa,0.0,
SUP-069991,"Jones, Humphrey and Chambers",Mexico,Asia,0.1,Low
SUP-069992,Gates Inc,Georgia,Europe,35.0,Medium
SUP-069993,Alvarez and Sons,United States of America,Asia,0.0,
SUP-069994,"Khan, Castillo and Keith",Qatar,Americas,37.4,Medium
SUP-069995,Hall Ltd,Vanuatu,Americas,2.8,Low
SUP-069996,Freeman-Wilkins,Isle of Man,Europe,67.5,High
SUP-069997,"Flores, Wallace and Campbell",Liberia,Asia,0.1,Low
SUP-069998,Arnold-Murphy,Chad,Africa,0.2,Low
SUP-069999,Miles PLC,Afghanistan,Middle East,0.0,
SUP-070000,Owens Group,Equatorial Guinea,Americas,0.3,Low
SUP-070001,"Stewart, Edwards and Clark",Romania,Americas,0.8,Low
SUP-070002,King and Sons,Kyrgyz Republic,Africa,0.0,
SUP-070003,"Figueroa, Hernandez and Jones",Georgia,Europe,0.8,Low
SUP-070004,Bell-Huffman,Bulgaria,Americas,0.1,Low
SUP-070005,"Castaneda, Sexton and Mason",Botswana,Americas,0.0,
SUP-070006,"Bond, Pearson and Tanner",Belize,Middle East,4.5,Low
SUP-070007,Bailey-Brooks,Montserrat,Africa,7.3,Low
SUP-070008,"Lewis, Oconnell and Moreno",British Indian Ocean Territory (Chagos Archipelago),Africa,86.0,High
SUP-070009,Cortez-Phelps,Barbados,Asia,2.0,Low
SUP-070010,"Hernandez, Morton and Moore",Qatar,Africa,95.0,High
SUP-070011,"Davis, Pruitt and Cole",France,Middle East,0.1,Low
SUP-070012,"Williams, Mcmahon and Nunez",Syrian Arab Republic,Africa,0.0,
SUP-070013,Taylor Group,Congo,Asia,0.1,Low
SUP-070014,Hopkins Inc,Norway,Middle East,1.2,Low
SUP-070015,Walker-Duncan,Timor-Leste,Americas,0.1,Low
SUP-070016,Kelly LLC,Kiribati,Europe,77.2,High
SUP-070017,"Long, King and Morrow",Cape Verde,Americas,25.6,Low
SUP-070018,"Walters, Arias and Sosa",Saudi Arabia,Asia,0.3,Low
SUP-070019,"Baker, Jackson and Griffin",Myanmar,Middle East,1.2,Low
SUP-070020,Anderson-Francis,Central African Republic,Americas,1.1,Low
SUP-070021,"Campos, Smith and Rodriguez",Uganda,Asia,0.4,Low
SUP-070022,Montgomery Inc,Honduras,Americas,1.6,Low
SUP-070023,Rice-Williamson,Chad,Europe,1.6,Low
SUP-070024,Carter-Costa,Botswana,Americas,15.3,Low
SUP-070025,Smith-Hood,Heard Island and McDonald Islands,Americas,1.9,Low
SUP-070026,Hampton and Sons,Ghana,Americas,49.6,Medium
SUP-070027,Oneill PLC,Tanzania,Asia,0.2,Low
SUP-070028,Harmon and Sons,Guyana,Middle East,33.6,Medium
SUP-070029,Morgan-Robertson,Morocco,Africa,0.3,Low
SUP-070030,"Silva, Ramirez and Jenkins",Christmas Island,Asia,7.4,Low
SUP-070031,"Payne, Sullivan and Wright",Estonia,Africa,2.8,Low
SUP-070032,Watkins-Jenkins,China,Africa,0.0,
SUP-070033,Porter Group,Micronesia,Americas,1.5,Low
SUP-070034,Mckinney-Wong,Saint Kitts and Nevis,Europe,14.3,Low
SUP-070035,Yang-Anderson,Montserrat,Africa,0.7,Low
SUP-070036,"Daniels, Wise and Ingram",Western Sahara,Africa,0.0,
SUP-070037,Wilson-Gilbert,Belgium,Americas,79.0,High
SUP-070038,Joseph-Cervantes,Guernsey,Europe,0.2,Low
SUP-070039,Reed and Sons,Kazakhstan,Americas,0.1,Low
SUP-070040,"Marquez, Brown and Smith",Italy,Africa,56.4,Medium
SUP-070041,Barber-Roberts,Namibia,Asia,1.0,Low
SUP-070042,Carey-Johnson,Antigua and Barbuda,Africa,47.3,Medium
SUP-070043,Griffin-Johnson,Belgium,Asia,94.2,High
SUP-070044,"Brown, Campos and Baker",Reunion,Middle East,24.5,Low
SUP-070045,Brown PLC,Korea,Europe,0.0,
SUP-070046,Taylor and Sons,Bangladesh,Middle East,0.0,
SUP-070047,"Glenn, Lewis and Mendez",Tonga,Americas,0.0,
SUP-070048,"Rowland, Stokes and Wilson",Saint Vincent and the Grenadines,Africa,62.1,Medium
SUP-070049,"Bullock, Sanders and Hays",Falkland Islands (Malvinas),Middle East,0.3,Low
SUP-070050,Wagner-King,Venezuela,Europe,7.5,Low
SUP-070051,Yoder-Juarez,Bangladesh,Asia,17.9,Low
SUP-070052,Campbell-Dixon,Dominican Republic,Asia,0.2,Low
SUP-070053,"Hughes, Rogers and Miller",Faroe Islands,Americas,99.0,High
SUP-070054,"Roberts, Tate and Knox",Colombia,Americas,18.9,Low
SUP-070055,Smith Group,Lebanon,Africa,0.1,Low
SUP-070056,Walker and Sons,Christmas Island,Middle East,0.0,
SUP-070057,"Stephens, Brown and Watts",Honduras,Africa,67.5,High
SUP-070058,Jackson-Meyer,Tonga,Asia,4.4,Low
SUP-070059,"Young, Davis and Weeks",Paraguay,Asia,2.7,Low
SUP-070060,"Larson, Rice and Lozano",Jamaica,Middle East,65.3,Medium
SUP-070061,"Boyd, Anderson and Owens",Saint Lucia,Africa,5.8,Low
SUP-070062,Rosales Group,Kiribati,Americas,99.8,High
SUP-070063,"Clark, Zimmerman and Bass",Czech Republic,Middle East,13.2,Low
SUP-070064,"Rose, Ball and Morrison",Zambia,Americas,0.0,
SUP-070065,Rangel Inc,El Salvador,Middle East,0.0,
SUP-070066,Price-Porter,Mongolia,Americas,90.5,High
SUP-070067,Day LLC,India,Europe,0.0,
SUP-070068,"Vazquez, Mitchell and Palmer",Myanmar,Asia,0.3,Low
SUP-070069,Knight Group,Lithuania,Middle East,1.1,Low
SUP-070070,Lee-Berger,Guadeloupe,Europe,3.0,Low
SUP-070071,"Castillo, Yoder and Smith",Seychelles,Middle East,5.6,Low
SUP-070072,Miller LLC,Burkina Faso,Asia,17.3,Low
SUP-070073,Reyes PLC,Eritrea,Asia,0.0,
SUP-070074,Mosley-Brown,Samoa,Americas,99.8,High
SUP-070075,Wilson LLC,Tunisia,Asia,0.1,Low
SUP-070076,Bailey-Williams,United Arab Emirates,Asia,8.9,Low
SUP-070077,Davis-Hale,Bulgaria,Asia,91.2,High
SUP-070078,Moore LLC,Bulgaria,Africa,8.1,Low
SUP-070079,Pollard PLC,Slovenia,Africa,0.0,
SUP-070080,Hoffman-Brown,Antigua and Barbuda,Asia,1.3,Low
SUP-070081,Anderson-Curry,Maldives,Africa,99.6,High
SUP-070082,Wilson Ltd,Turkmenistan,Middle East,0.6,Low
SUP-070083,Arnold-Edwards,Kuwait,Europe,0.0,
SUP-070084,Baker-Allen,Reunion,Europe,0.1,Low
SUP-070085,Young-Fisher,Bahrain,Africa,0.0,
SUP-070086,Hayes-Davis,Hungary,Europe,99.3,High
SUP-070087,Patel and Sons,Christmas Island,Africa,0.0,
SUP-070088,Harris-Thomas,Isle of Man,Americas,11.1,Low
SUP-070089,Everett Ltd,Cameroon,Asia,0.1,Low
SUP-070090,"Terry, Knapp and Garner",Botswana,Europe,1.4,Low
SUP-070091,"Nunez, Cochran and Cruz",Macao,Asia,11.2,Low
SUP-070092,"Hernandez, Nichols and Stuart",Australia,Europe,0.1,Low
SUP-070093,"Holt, Cline and Mcgee",Egypt,Middle East,0.0,
SUP-070094,"Hall, Wall and Moore",Ethiopia,Middle East,17.9,Low
SUP-070095,Ayala-Bradley,Tajikistan,Africa,2.4,Low
SUP-070096,Phillips Ltd,Chad,Asia,0.9,Low
SUP-070097,"Berry, Oneill and Jenkins",Ireland,Africa,0.9,Low
SUP-070098,Montoya LLC,Cape Verde,Americas,0.0,
SUP-070099,"Oconnell, Roberts and Bell",Slovakia (Slovak Republic),Africa,0.3,Low
SUP-070100,Fisher and Sons,Lebanon,Africa,29.7,Low
SUP-070101,Lewis-Brown,Aruba,Africa,0.0,
SUP-070102,"Gordon, Graves and Frederick",Jersey,Europe,0.1,Low
SUP-070103,"Hughes, Williams and Rogers",Burkina Faso,Europe,99.6,High
SUP-070104,Miller-Roberts,Belarus,Americas,1.2,Low
SUP-070105,Myers-Ritter,Austria,Asia,0.0,
SUP-070106,"Chavez, Freeman and Taylor",Afghanistan,Middle East,43.2,Medium
SUP-070107,"White, Casey and Stuart",Guinea-Bissau,Asia,0.0,
SUP-070108,"Barry, Orr and Griffin",Kiribati,Middle East,8.1,Low
SUP-070109,Ramirez Inc,Liechtenstein,Europe,0.7,Low
SUP-070110,Brown Inc,Maldives,Africa,19.8,Low
SUP-070111,"Reyes, Martin and Baker",Montserrat,Americas,0.0,
SUP-070112,Miller Inc,China,Americas,0.0,
SUP-070113,Taylor Inc,Costa Rica,Americas,0.5,Low
SUP-070114,Baker Group,Seychelles,Asia,0.0,
SUP-070115,Johnson PLC,Kenya,Europe,0.0,
SUP-070116,"Cook, Smith and Little",Algeria,Europe,3.9,Low
SUP-070117,Gray-Conley,Faroe Islands,Africa,27.8,Low
SUP-070118,"Moore, Carpenter and Jenkins",North Macedonia,Asia,4.3,Low
SUP-070119,Jensen-Ellis,Syrian Arab Republic,Africa,0.8,Low
SUP-070120,Johnson-Garrett,Turks and Caicos Islands,Middle East,0.2,Low
SUP-070121,Kelly Inc,Cyprus,Europe,0.0,
SUP-070122,Williams-Thompson,Togo,Americas,98.5,High
SUP-070123,Jones and Sons,Belarus,Africa,0.4,Low
SUP-070124,"Landry, Jones and Gomez",Georgia,Middle East,0.0,
SUP-070125,Erickson Group,Vanuatu,Americas,42.8,Medium
SUP-070126,Nelson and Sons,Lebanon,Americas,16.1,Low
SUP-070127,Garcia Group,Samoa,Africa,25.6,Low
SUP-070128,Baker Group,Pakistan,Africa,0.5,Low
SUP-070129,Dixon-Dickson,Haiti,Africa,0.0,
SUP-070130,"Brown, Koch and Johnson",Philippines,Europe,70.8,High
SUP-070131,"Clark, Morse and Chan",Sao Tome and Principe,Asia,84.8,High
SUP-070132,"Blackburn, Johnson and Garrett",Egypt,Africa,0.9,Low
SUP-070133,Meyers-Goodman,Barbados,Europe,14.1,Low
SUP-070134,"Barnes, Taylor and Fletcher",Albania,Asia,2.0,Low
SUP-070135,Hernandez-Khan,Taiwan,Middle East,0.5,Low
SUP-070136,Carpenter PLC,Greece,Asia,0.2,Low
SUP-070137,Huerta-Chapman,Saint Martin,Europe,0.0,
SUP-070138,Reed PLC,Cook Islands,Europe,0.1,Low
SUP-070139,Jenkins Ltd,Ukraine,Asia,0.0,
SUP-070140,Phillips Ltd,Liechtenstein,Asia,0.2,Low
SUP-070141,Wilson and Sons,Guam,Europe,13.7,Low
SUP-070142,Rogers-Hardy,Timor-Leste,Europe,100.0,High
SUP-070143,Davis-Green,El Salvador,Middle East,0.0,
SUP-070144,"Dennis, Flores and Gregory",Cocos (Keeling) Islands,Europe,6.3,Low
SUP-070145,Cross-Herrera,Maldives,Europe,0.1,Low
SUP-070146,Kemp-Johnson,Rwanda,Americas,8.7,Low
SUP-070147,Crosby-Soto,Zambia,Americas,0.0,
SUP-070148,Mccall-Mcdonald,Vietnam,Americas,0.1,Low
SUP-070149,Gilbert-Smith,Saint Kitts and Nevis,Africa,14.2,Low
SUP-070150,"Hernandez, Johnson and Mason",India,Africa,3.3,Low
SUP-070151,Mitchell Group,Mozambique,Europe,0.2,Low
SUP-070152,Miller Ltd,Bouvet Island (Bouvetoya),Americas,0.7,Low
SUP-070153,Fernandez-Brown,Uganda,Middle East,22.0,Low
SUP-070154,Arnold Ltd,Solomon Islands,Middle East,1.2,Low
SUP-070155,Espinoza Inc,Kyrgyz Republic,Middle East,0.4,Low
SUP-070156,Chase-Dalton,Egypt,Europe,20.4,Low
SUP-070157,Miranda-Johnson,Argentina,Americas,1.8,Low
SUP-070158,"Alvarez, Wilson and King",Brazil,Europe,0.6,Low
SUP-070159,"Fields, Jones and Scott",Libyan Arab Jamahiriya,Europe,3.7,Low
SUP-070160,Shaw-Landry,Mauritius,Middle East,0.0,
SUP-070161,Silva Ltd,Turkmenistan,Americas,95.1,High
SUP-070162,Welch Inc,Angola,Africa,99.2,High
SUP-070163,Russell-Hall,United States of America,Asia,0.0,
SUP-070164,Miller-Howard,Malta,Europe,3.2,Low
SUP-070165,Mathis-Hart,Swaziland,Americas,13.2,Low
SUP-070166,"Mathis, Riley and Cortez",Burundi,Asia,85.9,High
SUP-070167,"Kemp, Suarez and Olson",Chad,Asia,0.0,
SUP-070168,Jones Inc,Egypt,Africa,1.5,Low
SUP-070169,"Hernandez, Schmidt and Moran",Honduras,Africa,76.7,High
SUP-070170,Rivera Group,Ireland,Europe,0.0,
SUP-070171,Wright LLC,Reunion,Europe,0.9,Low
SUP-070172,Hughes-Ward,Belarus,Americas,4.3,Low
SUP-070173,Clark PLC,Indonesia,Africa,0.1,Low
SUP-070174,Rios Group,Turkmenistan,Africa,0.0,
SUP-070175,Sparks Group,Guadeloupe,Americas,0.3,Low
SUP-070176,"Evans, Edwards and Johnson",Morocco,Africa,3.9,Low
SUP-070177,"Richards, Black and Gillespie",Saint Pierre and Miquelon,Middle East,0.0,
SUP-070178,"Vargas, Shaw and Lopez",Iceland,Asia,80.8,High
SUP-070179,Hamilton-Park,Guyana,Middle East,78.6,High
SUP-070180,"Fleming, Black and Padilla",Kyrgyz Republic,Asia,51.2,Medium
SUP-070181,Wu PLC,Botswana,Americas,0.1,Low
SUP-070182,Taylor-Arnold,Sri Lanka,Americas,4.4,Low
SUP-070183,"Martinez, Lewis and Andrade",Bahrain,Asia,0.6,Low
SUP-070184,Smith-Nielsen,Cook Islands,Asia,0.0,
SUP-070185,Strickland PLC,Comoros,Asia,27.0,Low
SUP-070186,"Walton, West and Payne",Greece,Asia,0.0,
SUP-070187,Conrad-Johnson,Cocos (Keeling) Islands,Europe,11.3,Low
SUP-070188,Gill Ltd,Brazil,Africa,0.1,Low
SUP-070189,Valencia-Anderson,Anguilla,Africa,26.5,Low
SUP-070190,Wu Ltd,Grenada,Americas,1.1,Low
SUP-070191,"Russell, Miller and Khan",Tokelau,Europe,7.9,Low
SUP-070192,"Foster, Harrell and Gilmore",Guam,Asia,11.5,Low
SUP-070193,Sloan Ltd,French Polynesia,Europe,98.2,High
SUP-070194,Oconnor-Lynch,Iceland,Asia,1.1,Low
SUP-070195,"Duncan, Smith and Stevens",Burkina Faso,Africa,0.3,Low
SUP-070196,"Serrano, Smith and Graham",Western Sahara,Asia,0.1,Low
SUP-070197,"Reid, Patton and Owens",Croatia,Africa,10.3,Low
SUP-070198,"Nielsen, Medina and Mcdowell",Mali,Asia,99.8,High
SUP-070199,Johnson Inc,Lebanon,Americas,2.2,Low
SUP-070200,Howard-West,Micronesia,Africa,0.0,
SUP-070201,"Jenkins, Jones and Collins",Niger,Americas,0.0,
SUP-070202,Montgomery-Mendoza,Norfolk Island,Europe,0.6,Low
SUP-070203,"West, Sanchez and Orr",Greenland,Asia,99.9,High
SUP-070204,"Santos, Flores and Vasquez",Costa Rica,Europe,0.4,Low
SUP-070205,"Barrett, Rosales and Ramos",Czech Republic,Asia,0.0,
SUP-070206,Cardenas-Green,Puerto Rico,Africa,10.5,Low
SUP-070207,Reed LLC,American Samoa,Asia,4.6,Low
SUP-070208,Lee-Williams,Northern Mariana Islands,Middle East,2.2,Low
SUP-070209,"Banks, Oneal and Goodman",Nauru,Middle East,0.1,Low
SUP-070210,Campbell Inc,Holy See (Vatican City State),Middle East,24.4,Low
SUP-070211,Bennett-Burton,Guadeloupe,Americas,0.1,Low
SUP-070212,Smith-Lane,Wallis and Futuna,Middle East,90.6,High
SUP-070213,"Pena, Mathis and Morris",Latvia,Asia,63.3,Medium
SUP-070214,Moore PLC,Svalbard & Jan Mayen Islands,Europe,98.8,High
SUP-070215,"Jackson, Perez and Olsen",British Virgin Islands,Americas,52.7,Medium
SUP-070216,Phillips Inc,Guatemala,Africa,0.2,Low
SUP-070217,"Morrison, Sanchez and Peterson",Kiribati,Americas,0.0,
SUP-070218,"West, Ramos and Harris",Maldives,Europe,0.8,Low
SUP-070219,Phillips Group,Christmas Island,Middle East,1.5,Low
SUP-070220,"Mccoy, Woods and Hood",Maldives,Europe,99.9,High
SUP-070221,"Jarvis, Kennedy and Stanley",Marshall Islands,Americas,2.5,Low
SUP-070222,Lane and Sons,Haiti,Americas,3.5,Low
SUP-070223,Bush-Ford,Jersey,Americas,0.2,Low
SUP-070224,Leonard PLC,Austria,Europe,26.5,Low
SUP-070225,Mathews Group,Norfolk Island,Asia,0.0,
SUP-070226,"Watts, Blanchard and Bell",Anguilla,Asia,0.0,
SUP-070227,"Smith, Sims and Taylor",Isle of Man,Middle East,1.8,Low
SUP-070228,"Williams, Dunn and Holmes",Togo,Africa,1.1,Low
SUP-070229,Love-Clark,Nigeria,Europe,72.8,High
SUP-070230,Baird and Sons,Monaco,Asia,0.3,Low
SUP-070231,Lewis Group,Taiwan,Middle East,1.2,Low
SUP-070232,Wright-Murphy,Argentina,Africa,77.1,High
SUP-070233,Rodriguez-Johnson,Mayotte,Middle East,13.6,Low
SUP-070234,"Jones, Payne and Young",Swaziland,Middle East,1.8,Low
SUP-070235,"Harrison, Abbott and Collins",Micronesia,Africa,0.1,Low
SUP-070236,Henderson-Bowman,Chad,Americas,76.4,High
SUP-070237,Lozano Group,Paraguay,Asia,1.3,Low
SUP-070238,Hatfield Ltd,Greenland,Asia,3.4,Low
SUP-070239,Joseph Inc,Singapore,Africa,1.5,Low
SUP-070240,Sanders Inc,Kenya,Asia,0.0,
SUP-070241,Knight-Carpenter,Seychelles,Europe,0.0,
SUP-070242,Kramer Ltd,South Africa,Europe,0.1,Low
SUP-070243,Cannon LLC,Heard Island and McDonald Islands,Europe,0.0,
SUP-070244,Stokes Group,Slovenia,Africa,0.4,Low
SUP-070245,"Brooks, Bauer and Roberts",Greece,Middle East,2.8,Low
SUP-070246,Walker Ltd,Western Sahara,Middle East,0.5,Low
SUP-070247,"Pierce, Foster and Fisher",Cocos (Keeling) Islands,Americas,97.6,High
SUP-070248,Woods LLC,United States of America,Americas,3.1,Low
SUP-070249,"Brady, Charles and Baldwin",Saudi Arabia,Europe,0.0,
SUP-070250,Hernandez and Sons,Mali,Europe,87.7,High
SUP-070251,Gill Inc,Saint Lucia,Africa,3.1,Low
SUP-070252,"Butler, Young and Harper",Tajikistan,Europe,0.3,Low
SUP-070253,Green Inc,Azerbaijan,Europe,10.1,Low
SUP-070254,Booker PLC,Sri Lanka,Europe,0.2,Low
SUP-070255,Wilson and Sons,Morocco,Asia,99.9,High
SUP-070256,"Collins, Smith and Davis",Micronesia,Middle East,0.5,Low
SUP-070257,Russell-Krueger,Singapore,Asia,10.9,Low
SUP-070258,"Olson, Hayes and Tran",Maldives,Europe,0.3,Low
SUP-070259,Newman PLC,Djibouti,Europe,3.2,Low
SUP-070260,King Ltd,Puerto Rico,Asia,0.0,
SUP-070261,"Thompson, Holland and Alvarez",Bermuda,Asia,45.7,Medium
SUP-070262,Johnson-Houston,Marshall Islands,Africa,99.7,High
SUP-070263,"Huffman, Pitts and Rosario",Mauritania,Africa,0.1,Low
SUP-070264,"Robinson, Walker and Brown",Malaysia,Europe,0.0,
SUP-070265,Blair PLC,Senegal,Asia,0.2,Low
SUP-070266,Kramer Group,Namibia,Africa,8.6,Low
SUP-070267,"Fletcher, Hansen and Wilson",Tunisia,Americas,0.1,Low
SUP-070268,Harmon-Smith,Pakistan,Asia,1.8,Low
SUP-070269,Moss-Lynch,Cote d'Ivoire,Middle East,1.0,Low
SUP-070270,Scott-Vargas,Kenya,Americas,0.2,Low
SUP-070271,Lee PLC,Northern Mariana Islands,Americas,90.3,High
SUP-070272,Anderson Ltd,Cook Islands,Asia,0.0,
SUP-070273,"Reed, Robbins and Davidson",Puerto Rico,Europe,99.8,High
SUP-070274,Jones-Gordon,Ghana,Middle East,1.1,Low
SUP-070275,Bartlett-Fuentes,Ireland,Africa,4.0,Low
SUP-070276,"Harrison, Padilla and King",Solomon Islands,Africa,0.0,
SUP-070277,Powell Group,Norfolk Island,Europe,0.3,Low
SUP-070278,"Mendez, Pittman and Butler",Hungary,Middle East,0.1,Low
SUP-070279,Mitchell Ltd,Gambia,Middle East,8.8,Low
SUP-070280,"Roberts, Baker and Spencer",Egypt,Americas,0.3,Low
SUP-070281,"Lucero, Green and Garza",Madagascar,Americas,15.3,Low
SUP-070282,"Merritt, Lopez and Henry",Andorra,Middle East,0.6,Low
SUP-070283,Johnson-Kelly,Belize,Asia,34.1,Medium
SUP-070284,Berry Ltd,Vietnam,Asia,10.3,Low
SUP-070285,Moore PLC,Kyrgyz Republic,Asia,0.0,
SUP-070286,Wright-Sanders,Korea,Middle East,0.4,Low
SUP-070287,Lewis Inc,Cook Islands,Africa,0.0,
SUP-070288,Kelly and Sons,Belarus,Asia,1.8,Low
SUP-070289,Gallegos Ltd,Djibouti,Africa,0.1,Low
SUP-070290,Mccormick Ltd,Gibraltar,Asia,98.9,High
SUP-070291,"Steele, Lee and Gonzales",Argentina,Middle East,6.2,Low
SUP-070292,Perez-Barnett,Mauritania,Asia,0.0,
SUP-070293,"Sweeney, Pruitt and Booth",Isle of Man,Africa,0.8,Low
SUP-070294,Lee-Castro,Netherlands Antilles,Europe,0.1,Low
SUP-070295,Moore-Shepard,Hungary,Africa,0.2,Low
SUP-070296,Mueller-Castillo,Belize,Europe,0.1,Low
SUP-070297,Jackson-Garcia,Romania,Africa,9.5,Low
SUP-070298,"Jones, Jensen and Cline",Syrian Arab Republic,Asia,4.4,Low
SUP-070299,"Gallagher, Solis and Herrera",Israel,Asia,97.8,High
SUP-070300,Carpenter-Ford,Greece,Africa,0.9,Low
SUP-070301,Gutierrez Group,Palau,Asia,17.9,Low
SUP-070302,"Reyes, Romero and Chan",Saint Pierre and Miquelon,Asia,2.7,Low
SUP-070303,Johnson-Hernandez,Vanuatu,Middle East,4.6,Low
SUP-070304,"Norris, Adams and Rodriguez",Cambodia,Americas,0.2,Low
SUP-070305,Mcintosh-Long,Burkina Faso,Americas,0.2,Low
SUP-070306,Estrada-Harrington,Saint Barthelemy,Africa,0.1,Low
SUP-070307,Ayers-Chen,Dominican Republic,Americas,0.3,Low
SUP-070308,"Massey, Smith and Cross",Norway,Europe,56.6,Medium
SUP-070309,"Fleming, Riley and Brennan",Serbia,Africa,0.4,Low
SUP-070310,Murphy-Barber,Barbados,Africa,0.1,Low
SUP-070311,Barrett-Young,Guinea-Bissau,Europe,99.9,High
SUP-070312,Dean-Dominguez,Trinidad and Tobago,Americas,0.0,
